INN;Name;site1;site2;site_list_org;orgname_keywords;orgname_keywords2;addr_keywords;site1_rates;site2_rates;site3_rates;site1_tot;site2_tot;site3_tot;site1_adr;site2_adr;site3_adr;site1_ul;site2_ul;site3_ul
1901067718;"ОАО ""Хакасская генерирующая компания""";sibgenco.ru;companies/eniseyskaya-tgk-tgk-13/;0;['ХАКАССКАЯ', 'ГЕНЕРИРУЮЩАЯ'];['ЕНИСЕЙСКАЯ', 'ТЕРРИТОРИАЛЬНАЯ', '(ТГК-13)'];['КРАСНОЯРСК', 'БОГРАДА'];[4, 0, 1, 0];[7, 32, 25, 0];[];5;64;0;1;25;0;0;0;0
7841312071;"ПАО ""ТГК-1""";tgc1.ru;tgc1.ru;www.tgk1.ru;['ТГК-1'];['ТЕРРИТОРИАЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ'];['САНКТ-ПЕТЕРБУРГ', 'ДОБРОЛЮБОВА'];[17, 0, 9, 2];[];[17, 0, 9, 2];28;0;28;9;0;9;2;0;2
6315376946;"ПАО ""Т Плюс""";tplusgroup.ru;tplusgroup.ru;0;['ПЛЮС'];[];['САМАРА', 'МАЯКОВСКОГО'];[31, 0, 0, 0];[];[];31;0;0;0;0;0;0;0;0
2320109650;"ОАО ""Сочинская ТЭС""";irao-generation.ru;;0;['СОЧИНСКАЯ', 'ТЭС'];['ИНТЕР', 'РАО', 'ЕЭС'];['КРАСНОДАРСКИЙ', 'СОЧИ', 'ЛИБКНЕХТА'];[6, 15, 1, 0];[];[];22;0;0;1;0;0;0;0;0
7706525041;"ООО ""РН-Энерго""";rn-energo.ru;rn-energo.ru;0;['РН-ЭНЕРГО'];[];['МОСКВА', 'СОФИЙСКАЯ'];[8, 0, 0, 0];[];[];8;0;0;0;0;0;0;0;0
4716016979;"ПАО ""ФСК ЕЭС""";fsk-ees.ru;fsk-ees.ru;http://www.fsk-ees.ru/;['ФСК', 'ЕЭС'];['ФЕДЕРАЛЬНАЯ', 'СЕТЕВАЯ', 'ЕДИНОЙ', 'ЭНЕРГЕТИЧЕСКОЙ', 'СИСТЕМЫ'];['МОСКВА', 'ЧЕЛОМЕЯ'];[96, 13, 0, 0];[];[96, 13, 0, 0];109;0;109;0;0;0;0;0;0
7536066430;"АО ""Читаэнергосбыт""";e-sbyt.ru;documents.e-sbyt.ru;oboronenergo.su;['ЧИТАЭНЕРГОСБЫТ'];[];['ЧИТА', 'РАБОЧЕГО'];[10, 0, 13, 0];[10, 0, 13, 0];[0, 0, 1, 0];23;23;1;13;13;1;0;0;0
2607018122;"ПАО ""ОГК-2""";ogk2.ru;ogk2.ru;0;['ОГК-2'];['ВТОРАЯ', 'ГЕНЕРИРУЮЩАЯ', 'ОПТОВОГО', 'РЫНКА', 'ЭЛЕКТРОЭНЕРГИИ'];['СТАВРОПОЛЬСКИЙ', 'ИЗОБИЛЬНЕНСКИЙ', 'СОЛНЕЧНОДОЛЬСК'];[26, 2, 0, 0];[];[];28;0;0;0;0;0;0;0;0
814166090;"АО ""Калмэнергосбыт""";gp-kes.ru;facebook.com;http://sbytrk.ru;['КАЛМЭНЕРГОСБЫТ'];[];['ЭЛИСТА', 'ЛЕНИНА'];[13, 0, 1, 0];[0, 0, 0, 0];[13, 0, 1, 0];14;0;14;1;0;1;0;0;0
7706288496;"ООО ""РУСЭНЕРГОРЕСУРС""";rusenres.ru;rusenres.ru;0;['РУСЭНЕРГОРЕСУРС'];[];['МОСКВА', 'ЛЕНИНСКИЙ'];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
2460066196;"ОАО ""ГидроОГК""";mc.rushydro.ru;rushydro.ru;#Н/Д;['ГИДРООГК'];[];[];[5, 0, 0, 0];[2, 0, 0, 0];[];5;2;0;0;0;0;0;0;0
7704550388;"ООО ""Межрегионсбыт""";mrsb.ru;mrsb.ru;0;['МЕЖРЕГИОНСБЫТ'];[];['МОСКВА', 'ВОРОНЦОВСКАЯ'];[3, 0, 1, 0];[];[];4;0;0;1;0;0;0;0;0
4211016825;"ООО ""Энергосбытовая компания ""Энергосервис""";gisee.ru;;#Н/Д;['ЭНЕРГОСБЫТОВАЯ', 'ЭНЕРГОСЕРВИС'];[];[];[2, 0, 0, 0];[];[];2;0;0;0;0;0;0;0;0
4205109214;"ПАО ""Кузбассэнергосбыт""";kuzesc.ru;kuzesc.ru;www.кузбассэнергосбыт.рф;['КУЗБАССЭНЕРГОСБЫТ'];['КУЗБАССКАЯ', 'ЭНЕРГЕТИЧЕСКАЯ', 'СБЫТОВАЯ'];['КЕМЕРОВО', 'ЛЕНИНА'];[0, 0, 0, 0];[];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
8602067092;"ПАО ""Юнипро""";unipro.energy;unipro.energy;0;['ЮНИПРО'];[];['ТЮМЕНСКАЯ', 'СУРГУТ', 'ГРЭС-2'];[7, 0, 2, 1];[];[];10;0;0;2;0;0;1;0;0
1101301856;"АО ""Коми энергосбытовая компания""";komiesc.ru;;www.tgk9.ru;['КОМИ', 'ЭНЕРГОСБЫТОВАЯ'];[];['СЫКТЫВКАР', 'ЮХНИНА'];[13, 0, 3, 0];[];[7, 0, 0, 0];16;0;7;3;0;0;0;0;0
7606053324;"ПАО ""ТГК-2""";tgc-2.ru;tgc-2.ru;76kovka.ru;['ТГК-2'];['ТЕРРИТОРИАЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ'];['ЯРОСЛАВЛЬ', 'ОКТЯБРЯ'];[17, 10, 1, 0];[];[0, 0, 0, 0];28;0;0;1;0;0;0;0;0
4501122913;"ПАО ""КГК""";kgk-kurgan.ru;;www.kgk-kurgan.ru;['КГК'];['КУРГАНСКАЯ', 'ГЕНЕРИРУЮЩАЯ'];['КУРГАНСКАЯ', 'КУРГАН', 'КОНСТИТУЦИИ'];[4, 7, 15, 0];[];[4, 7, 15, 0];26;0;26;15;0;15;0;0;0
2308119595;"ПАО ""ТНС энерго Кубань""";kuban.tns-e.ru;kuban.tns-e.ru;www.kubansbyt.ru;['ТНС', 'ЭНЕРГО', 'КУБАНЬ'];[];['КРАСНОДАР', 'ГИМНАЗИЧЕСКАЯ'];[73, 0, 4, 0];[];[];77;0;0;4;0;0;0;0;0
2224103849;"АО ""Алтайэнергосбыт""";altaiensb.com;altaiensb.com;www.altaienergo.ru;['АЛТАЙЭНЕРГОСБЫТ'];[];['БАРНАУЛ', 'КУЛАГИНА'];[9, 0, 1, 0];[];[0, 0, 0, 0];10;0;0;1;0;0;0;0;0
2308091759;"АО ""НЭСК""";nesk.ru;old.nesk.ru;karbon-vsem.ru;['НЭСК'];['НЕЗАВИСИМАЯ', 'ЭНЕРГОСБЫТОВАЯ', 'КРАСНОДАРСКОГО', 'КРАЯ'];['КРАСНОДАР', 'СЕВЕРНАЯ'];[5, 7, 9, 0];[];[0, 0, 0, 0];21;0;0;9;0;0;0;0;0
1233213213;"ОАО ""СибирьЭнерго""";sibir-energo.ru;;#Н/Д;['СИБИРЬЭНЕРГО'];[];[];[3, 0, 0, 0];[];[];3;0;0;0;0;0;0;0;0
7706627050;"АО ""Мобильные ГТЭС""";mobilegtes.ru;mobilegtes.ru;http://mobilegtes.ru;['МОБИЛЬНЫЕ', 'ГТЭС'];['ГАЗОТУРБИННЫЕ', 'ЭЛЕКТРИЧЕСКИЕ', 'СТАНЦИИ'];['МОСКВА', 'БЕЛОВЕЖСКАЯ'];[20, 6, 2, 1];[];[20, 6, 2, 1];29;0;29;2;0;2;1;0;1
3328424479;"ООО ""РКС-энерго""";rks-energo.ru;rks-energo.ru;0;['РКС-ЭНЕРГО'];[];['ЛЕНИНГРАДСКАЯ', 'ТОСНО', 'МОСКОВСКОЕ', 'ПОМ'];[20, 0, 4, 4];[];[];28;0;0;4;0;0;4;0;0
7731541872;"ОАО ""ВСК-Энерго""";vsk-energo.fis.ru;moscow.cataloxy.ru;#Н/Д;['ВСК-ЭНЕРГО'];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
1434031363;"АО ""ДГК""";dvgk.ru;dvgk.ru;0;['ДГК'];['ДАЛЬНЕВОСТОЧНАЯ', 'ГЕНЕРИРУЮЩАЯ'];['НЕРЮНГРИ', 'БОР'];[29, 32, 3, 2];[];[];66;0;0;3;0;0;2;0;0
1902014500;"АО ""РУСАЛ Саяногорск""";energo.rusal.ru;AboutCompany.aspx?saz;0;['РУСАЛ', 'САЯНОГОРСК'];['САЯНОГОРСКИЙ', 'АЛЮМИНИЕВЫЙ'];['ХАКАСИЯ', 'САЯНОГОРСК', 'ПРОМПЛОЩАДКА'];[3, 0, 0, 0];[6, 0, 2, 0];[];3;8;0;0;2;0;0;0;0
6829017247;"АО ""ТОСК""";tosk.tmb.ru;tosk.tmb.ru;www.tosk.tmb.ru;['ТОСК'];['ТАМБОВСКАЯ', 'ОБЛАСТНАЯ', 'СБЫТОВАЯ'];['ТАМБОВ', 'СОВЕТСКАЯ'];[17, 33, 29, 0];[];[17, 33, 29, 0];79;0;79;29;0;29;0;0;0
7725571452;"ООО ""ГлавЭнергоСбыт""";главэнергосбыт.рф;главэнергосбыт.рф;0;['ГЛАВЭНЕРГОСБЫТ'];[];['МОСКВА', 'ДУБИНИНСКАЯ'];[13, 0, 2, 1];[];[];16;0;0;2;0;0;1;0;0
1901067718;"АО ""Енисейская ТГК (ТГК-13)""";sibgenco.ru;companies/eniseyskaya-tgk-tgk-13/;0;['ЕНИСЕЙСКАЯ', 'ТГК', '(ТГК-13)'];['ТЕРРИТОРИАЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ'];['КРАСНОЯРСК', 'БОГРАДА'];[0, 4, 1, 0];[66, 7, 25, 0];[];5;98;0;1;25;0;0;0;0
2723088770;"ПАО ""ДЭК""";dvec.ru;dvec.ru;www.dvec.ru;['ДЭК'];['ДАЛЬНЕВОСТОЧНАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['ХАБАРОВСК', 'СЛОБОДСКАЯ'];[8, 16, 12, 0];[];[8, 16, 12, 0];36;0;36;12;0;12;0;0;0
7727276526;"АО ""Сибурэнергоменеджмент""";sibur.ru;siburenergomanagment/;0;['СИБУРЭНЕРГОМЕНЕДЖМЕНТ'];[];['ВОРОНЕЖСКАЯ', 'ВОРОНЕЖ', 'ЛЕНИНСКИЙ'];[1, 0, 1, 0];[10, 0, 3, 1];[];2;14;0;1;3;0;0;1;0
1701040660;"АО ""Тываэнергосбыт""";tuvaensb.ru;tuvaenergo.ru;0;['ТЫВАЭНЕРГОСБЫТ'];[];['КЫЗЫЛ', 'КОЛХОЗНАЯ'];[21, 0, 6, 0];[];[];27;0;0;6;0;0;0;0;0
4028033356;"ООО ""Каскад-Энергосбыт""";kaskadenergosbyt.ru;kaskadenergosbyt.ru;http://kaskadenergosbyt.ru;['КАСКАД-ЭНЕРГОСБЫТ'];[];['КАЛУЖСКАЯ', 'КАЛУГА', 'МОСКОВСКАЯ'];[9, 0, 2, 0];[];[9, 0, 2, 0];11;0;11;2;0;2;0;0;0
7705750968;"АО ""Газпром энергосбыт""";gazpromenergosbyt.ru;;0;['ГАЗПРОМ', 'ЭНЕРГОСБЫТ'];[];['МОСКВА', 'ВЕРНАДСКОГО'];[43, 0, 7, 3];[];[];53;0;0;7;0;0;3;0;0
2221008019;"АО ""Барнаульская горэлектросеть""";bges.ru;old.bges.ru;www.bges.ru;['БАРНАУЛЬСКАЯ', 'ГОРЭЛЕКТРОСЕТЬ'];[];['БАРНАУЛ', 'ДЕПОВСКАЯ'];[4, 0, 4, 1];[0, 0, 0, 0];[4, 0, 4, 1];9;0;9;4;0;4;1;0;1
6670129804;"АО ""СЭГК""";svengaz.ru;;http://svengaz.ru;['СЭГК'];['СВЕРДЛОВСКАЯ', 'ЭНЕРГОГАЗОВАЯ'];['ЕКАТЕРИНБУРГ', 'БЛЮХЕРА'];[5, 18, 3, 0];[];[5, 18, 3, 0];26;0;26;3;0;3;0;0;0
6672249198;"ООО ""Сбытовая компания ""Розторгэнерго""";pesc.ru;sevesk.ru;#Н/Д;['СБЫТОВАЯ', 'РОЗТОРГЭНЕРГО'];[];[];[7, 0, 0, 0];[8, 0, 0, 0];[];7;8;0;0;0;0;0;0;0
4407007293;"ООО ""Инициатива ЭСК""";kronoenergo.ru;;0;['ИНИЦИАТИВА', 'ЭСК'];[];['КОСТРОМСКАЯ', 'ШАРЬЯ', 'ВЕТЛУЖСКИЙ', 'ЦЕНТРАЛЬНАЯ'];[4, 0, 0, 0];[];[];4;0;0;0;0;0;0;0;0
7709538063;"АО ""Роскоммунэнерго"" ";roskomen.ru;;0;['РОСКОММУНЭНЕРГО'];[];['МОСКВА', 'ВОРОНЦОВСКАЯ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
6454074036;"ООО ""СПГЭС""";spges.ru;spges.ru;spges.ru;['СПГЭС'];['САРАТОВСКОЕ', 'ПРЕДПРИЯТИЕ', 'ГОРОДСКИХ', 'ЭЛЕКТРИЧЕСКИХ', 'СЕТЕЙ'];['САРАТОВ', 'БЕЛОГЛИНСКАЯ'];[7, 10, 9, 2];[];[];28;0;0;9;0;0;2;0;0
6658139683;"ОАО ""Екатеринбургская электросетевая компания""";eesk.ru;eesk.ru;#Н/Д;['ЕКАТЕРИНБУРГСКАЯ', 'ЭЛЕКТРОСЕТЕВАЯ'];[];[];[8, 0, 0, 0];[];[];8;0;0;0;0;0;0;0;0
5406323202;"АО ""ТГК-11""";tgk11.com;tgk11.com;0;['ТГК-11'];['ТЕРРИТОРИАЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ', '№11'];['ОМСКАЯ', 'ОМСК', 'ПАРТИЗАНСКАЯ'];[6, 9, 3, 0];[];[];18;0;0;3;0;0;0;0;0
3123152986;"ООО ""РГК""";rusgc.ru;rusgc.ru;0;['РГК'];['РЕГИОНАЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ'];['БЕЛГОРОД', 'НАРОДНЫЙ'];[23, 0, 1, 0];[];[];24;0;0;1;0;0;0;0;0
2624000319;"МУП г.Буденновска ""Горэлектросеть""";budenergosbyt.ru;;#Н/Д;['ГОРЭЛЕКТРОСЕТЬ'];[];[];[2, 0, 0, 0];[];[];2;0;0;0;0;0;0;0;0
4633017746;"ООО ""РЭК""";ooo-rec.ru;;0;['РЭК'];['РЕГИОНАЛЬНАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['КУРСКАЯ', 'ЖЕЛЕЗНОГОРСК', 'ЛЕНИНА'];[5, 0, 0, 0];[];[];5;0;0;0;0;0;0;0;0
5610095517;"АО ""Оренбургсельэнергосбыт""";orenses.ru;orenses.ru;энсбыт.рф;['ОРЕНБУРГСЕЛЬЭНЕРГОСБЫТ'];[];['ОРЕНБУРГ', 'БРЯНСКАЯ'];[5, 0, 8, 0];[];[5, 0, 8, 0];13;0;13;8;0;8;0;0;0
4822001340;"ООО ""ГЭСК""";lesk.ru;about/working-conditions/gesk/;0;['ГЭСК'];['ГОРОДСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ЛИПЕЦКАЯ', 'ЛИПЕЦК', 'ПОБЕДЫ'];[];[];[];0;0;0;0;0;0;0;0;0
1328904496;"ООО ""Ватт-Электросбыт""";skwes.com;;www.skwes.com;['ВАТТ-ЭЛЕКТРОСБЫТ'];['ЭЛЕКТРОСБЫТОВАЯ'];['САРАНСК', 'ОСИПЕНКО'];[19, 3, 16, 1];[];[19, 3, 16, 1];39;0;39;16;0;16;1;0;1
3327329166;"АО ""ВКС""";vladcomsys.ru;aovks.ru;1aas.ru;['ВКС'];['ВЛАДИМИРСКИЕ', 'КОММУНАЛЬНЫЕ', 'СИСТЕМЫ'];['ВЛАДИМИР', 'ЧАЙКОВСКОГО'];[6, 14, 25, 0];[7, 7, 0, 0];[0, 0, 3, 0];45;14;3;25;0;3;0;0;0
7704228075;"АО ""АтомЭнергоСбыт""";atomsbt.ru;atomsbt.ru;www.atomsbt.ru;['АТОМЭНЕРГОСБЫТ'];[];['МОСКВА', 'САДОВНИЧЕСКАЯ'];[];[];[];0;0;0;0;0;0;0;0;0
7116127560;"ООО ""НЭСК""";nesk.ru;nesk71.ru;nesk71.ru;['НЭСК'];['НОВОМОСКОВСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ТУЛЬСКАЯ', 'НОВОМОСКОВСК', 'КАЛИНИНА'];[5, 3, 0, 0];[5, 10, 12, 2];[];8;29;0;0;12;0;0;2;0
3808166404;"ООО ""Иркутскэнергосбыт""";sbyt.irkutskenergo.ru;sbyt.irkutskenergo.ru;bassgain.ru;['ИРКУТСКЭНЕРГОСБЫТ'];['ИРКУТСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ИРКУТСК', 'СУРИКОВА'];[38, 6, 79, 0];[];[0, 0, 11, 0];123;0;11;79;0;11;0;0;0
2632047085;"ГУП СК ""Ставрополькоммунэлектро""";ske.ru;ske.ru;www.ske.ru;['СТАВРОПОЛЬКОММУНЭЛЕКТРО'];[];['СТАВРОПОЛЬ', 'ШПАКОВСКАЯ'];[8, 0, 22, 0];[];[8, 0, 22, 0];30;0;30;22;0;22;0;0;0
6671250899;"АО ""ЕЭнС""";eens.ru;eens.ru;www.eens.ru;['ЕЭНС'];['ЕКАТЕРИНБУРГЭНЕРГОСБЫТ'];['СВЕРДЛОВСКАЯ', 'ЕКАТЕРИНБУРГ', 'СУРИКОВА'];[0, 0, 0, 0];[];[0, 0, 0, 0];0;0;0;0;0;0;0;0;0
7116146467;"ООО ""ЕвроХим-Энерго""";energo.corp.eurochem.ru;;0;['ЕВРОХИМ-ЭНЕРГО'];[];['ТУЛЬСКАЯ', 'НОВОМОСКОВСКИЙ', 'НОВОМОСКОВСК', 'СВЯЗИ'];[5, 0, 8, 2];[];[];15;0;0;8;0;0;2;0;0
2320109650;"ПАО ""Интер РАО""";interrao.ru;interrao.ru;0;['ИНТЕР', 'РАО'];['ЕЭС'];['КРАСНОДАРСКИЙ', 'СОЧИ', 'ЛИБКНЕХТА'];[46, 1, 0, 0];[];[];47;0;0;0;0;0;0;0;0
8620018330;"АО ""Нижневартовская ГРЭС""";irao-generation.ru;Станции;0;['НИЖНЕВАРТОВСКАЯ', 'ГРЭС'];[];['АВТОНОМНЫЙ', 'НИЖНЕВАРТОВСКИЙ', 'ИЗЛУЧИНСК', 'ГРЭС', 'ПРОМЗОНА'];[16, 0, 15, 0];[14, 0, 13, 0];[];31;27;0;15;13;0;0;0;0
2460066195;"ПАО ""РусГидро""";rushydro.ru;rushydro.ru;www.gidroogk.ru;['РУСГИДРО'];['ФЕДЕРАЛЬНАЯ', 'ГИДРОГЕНЕРИРУЮЩАЯ', 'КОМПАНИЯ-РУСГИДРО'];['КРАСНОЯРСК', 'РЕСПУБЛИКИ'];[47, 0, 2, 0];[];[47, 0, 2, 0];49;0;49;2;0;2;0;0;0
7024029499;"АО ""СХК""";atomsib.ru;atomsib.ru;www.shk.tsk.ru;['СХК'];['СИБИРСКИЙ', 'ХИМИЧЕСКИЙ'];['ТОМСКАЯ', 'СЕВЕРСК', 'КУРЧАТОВА'];[23, 2, 8, 1];[];[];34;0;0;8;0;0;1;0;0
4218000951;"ОАО ""ЗСМК""";rus.evraz.com;Наши предприятия;#Н/Д;['ЗСМК'];[];[];[2, 0, 0, 0];[0, 0, 0, 0];[];2;0;0;0;0;0;0;0;0
6672185635;"ООО ""ЭТК ""Прогресс""";etk-progress.ru;etk-progress.ru;0;['ЭТК', 'ПРОГРЕСС'];['АРСТЭМ-ЭНЕРГОТРЕЙД'];['ЕКАТЕРИНБУРГ', 'МАМИНА-СИБИРЯКА'];[48, 0, 0, 0];[];[];48;0;0;0;0;0;0;0;0
1657036630;"АО ""Татэнерго""";tatgencom.ru;tatgencom.ru;http://www.tatgencom.ru;['ТАТЭНЕРГО'];[];['КАЗАНЬ', 'САЛИМЖАНОВА'];[22, 0, 0, 0];[];[22, 0, 0, 0];22;0;22;0;0;0;0;0;0
6316138990;"АО ""СамГЭС""";samges.ru;samges.ru;samges.ru;['САМГЭС'];['САМАРАГОРЭНЕРГОСБЫТ'];['САМАРСКАЯ', 'САМАРА', 'ГАГАРИНА'];[6, 1, 7, 2];[];[];16;0;0;7;0;0;2;0;0
1901064509;"ООО ""Абаканэнергосбыт""";abakanenergo.ru;abakanenergo.ru;abakanenergo.ru;['АБАКАНЭНЕРГОСБЫТ'];[];['АБАКАН', 'СОВЕТСКАЯ'];[6, 0, 11, 0];[];[];17;0;0;11;0;0;0;0;0
3802010714;"АО ""Витимэнергосбыт""";vitimenergosbyt.ru;vitimenergosbyt.ru;0;['ВИТИМЭНЕРГОСБЫТ'];[];['ИРКУТСКАЯ', 'БОДАЙБО', 'ПОЧТОВЫЙ'];[7, 0, 2, 1];[];[];10;0;0;2;0;0;1;0;0
2446000322;"АО ""Красноярская ГЭС""";kges.ru;kges.ru;www.kges.ru;['КРАСНОЯРСКАЯ', 'ГЭС'];[];['КРАСНОЯРСКИЙ', 'ДИВНОГОРСК', 'А/Я'];[18, 0, 3, 0];[];[18, 0, 3, 0];21;0;21;3;0;3;0;0;0
7743628060;"ОАО ""Мосгорэнерго""";mosgorenergo.ru;mosgorenergo.ru;http://mosgorenergo.ru;['МОСГОРЭНЕРГО'];['МОСКОВСКОЕ', 'ГОРОДСКОЕ', 'ЭНЕРГОСБЫТОВОЕ', 'ПРЕДПРИЯТИЕ'];['МОСКВА', 'ЛАВОЧКИНА'];[7, 0, 7, 3];[];[7, 0, 7, 3];17;0;17;7;0;7;3;0;3
6321144460;"ООО ""ТЭС""";tesgroup.ru;tesgroup.ru;www.tltes.ru;['ТЭС'];['ТОЛЬЯТТИЭНЕРГОСБЫТ'];['САМАРСКАЯ', 'ТОЛЬЯТТИ', 'БАНЫКИНА'];[4, 0, 0, 0];[];[0, 2, 3, 0];4;0;5;0;0;3;0;0;0
5107910347;"ООО ""Арктик-энерго""";arctic-energo.ru;arctic-energo.ru;0;['АРКТИК-ЭНЕРГО'];[];['МУРМАНСКАЯ', 'МОНЧЕГОРСК', 'МЕТАЛЛУРГОВ'];[9, 0, 0, 0];[];[];9;0;0;0;0;0;0;0;0
7709782777;"ООО ""ГАРАНТ ЭНЕРГО""";garant-energo.pro;garant-energo.pro;0;['ГАРАНТ', 'ЭНЕРГО'];[];['МОСКВА', 'ПРОТОПОПОВСКИЙ'];[27, 0, 4, 2];[];[];33;0;0;4;0;0;2;0;0
1833045576;"ООО ""Промэнергосбыт""";promenergosbyt.com;promenergosbyt.ru;0;['ПРОМЭНЕРГОСБЫТ'];['ПРОМЫШЛЕННАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['НИЖЕГОРОДСКАЯ', 'НОВГОРОД', 'ГОРЬКОГО'];[4, 3, 0, 0];[5, 0, 0, 0];[];7;5;0;0;0;0;0;0;0
5029087589;"АО ""Электросеть""";zaoelektroset.ru;oao-elektroset.ru;0;['ЭЛЕКТРОСЕТЬ'];[];['МОСКОВСКАЯ', 'МЫТИЩИ', 'УГОЛЬНАЯ'];[3, 0, 0, 0];[19, 0, 11, 5];[];3;35;0;0;11;0;0;5;0
5016013300;"МУП ""Ивантеевские Электросети""";ivseti.org;kontakty;http://ivseti.org;['ИВАНТЕЕВСКИЕ', 'ЭЛЕКТРОСЕТИ'];[];['МОСКОВСКАЯ', 'ИВАНТЕЕВКА', 'ЖЕЛЕЗНОДОРОЖНАЯ'];[25, 0, 4, 0];[13, 0, 9, 2];[25, 0, 4, 0];29;24;29;4;9;4;0;2;0
7714731016;"ООО ""ЦЭК"" (г.Белгород)";cek.ru;;#Н/Д;['ЦЭК'];[];[];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
3803100054;"ПАО ""РУСАЛ Братск""";braz-rusal.ru;siberia.prom-rus.com;www.braz.ru;['РУСАЛ', 'БРАТСК'];['БРАТСКИЙ', 'АЛЮМИНИЕВЫЙ'];['ИРКУТСКАЯ', 'БРАТСК'];[59, 3, 29, 29];[0, 0, 1, 0];[];120;1;0;29;1;0;29;0;0
5018054863;"АО ""Королевская электросеть СК""";kensbyt.ru;kensbyt.ru;#Н/Д;['КОРОЛЕВСКАЯ', 'ЭЛЕКТРОСЕТЬ'];[];[];[9, 0, 0, 0];[];[];9;0;0;0;0;0;0;0;0
5024037961;"АО ""КЭС"" (г.Красногорск)";kes-krasnogorsk.ru;Контакты;kes-krasnogorsk.ru;['КЭС'];['КРАСНОГОРСКЭНЕРГОСБЫТ'];['МОСКОВСКАЯ', 'КРАСНОГОРСК', 'КВАРТАЛ'];[0, 3, 4, 0];[0, 3, 4, 0];[0, 3, 4, 0];7;7;7;4;4;4;0;0;0
5001003540;"ЗАО ""БЭЛС""";belssb.ru;belssb.ru;http://belssb.ru;['БЭЛС'];['БАЛАШИХИНСКАЯ', 'ЭЛЕКТРОСЕТЬ'];['МОСКОВСКАЯ', 'БАЛАШИХА', 'САЛТЫКОВКА', 'ГРАЖДАНСКАЯ'];[3, 17, 0, 0];[];[3, 17, 0, 0];20;0;20;0;0;0;0;0;0
5017034511;"МУП ""Объединение Истринские электросети""";istraseti.ru;;0;['ОБЪЕДИНЕНИЕ', 'ИСТРИНСКИЕ', 'ЭЛЕКТРОСЕТИ'];[];['МОСКОВСКАЯ', 'ИСТРА', 'ЮЖНЫЙ'];[12, 0, 4, 2];[];[];18;0;0;4;0;0;2;0;0
2465115953;"ООО ""РУСЭНЕРГОСБЫТ СИБИРЬ""";rusenergosib.ru;rusenergosib.ru;www.rusenergosib.ru;['РУСЭНЕРГОСБЫТ', 'СИБИРЬ'];[];['КРАСНОЯРСКИЙ', 'КРАСНОЯРСК', 'БОГРАДА'];[6, 0, 0, 0];[];[6, 0, 0, 0];6;0;6;0;0;0;0;0;0
8603109926;"ООО ""НЭСКО""";nesko-nv.ru;nesko-nv.ru;nesko-nv.ru;['НЭСКО'];['НИЖНЕВАРТОВСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ТЮМЕНСКАЯ', 'НИЖНЕВАРТОВСК', 'ЛЕНИНА'];[2, 2, 7, 2];[];[];13;0;0;7;0;0;2;0;0
7720518494;"ПАО ""МОЭК""";moek.ru;moek.ru;http://uneco.ru;['МОЭК'];['МОСКОВСКАЯ', 'ОБЪЕДИНЕННАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['МОСКВА', 'ВЕРНАДСКОГО'];[16, 0, 2, 0];[];[0, 8, 1, 0];18;0;9;2;0;1;0;0;0
1657082308;"АО ""Татэнергосбыт""";tatenergosbyt.ru;tatenergosbyt.ru;www.tatenergosbyt.ru;['ТАТЭНЕРГОСБЫТ'];[];['ТАТАРСТАН', 'КАЗАНЬ', 'ПАВЛЮХИНА'];[25, 0, 12, 1];[];[25, 0, 12, 1];38;0;38;12;0;12;1;0;1
6672185635;"ООО ""АРСТЭМ-ЭнергоТрейд""";eg-arstem.ru;contacts/arstem_ekb.htm;0;['АРСТЭМ-ЭНЕРГОТРЕЙД'];[];['ЕКАТЕРИНБУРГ', 'МАМИНА-СИБИРЯКА'];[0, 0, 1, 0];[];[];1;0;0;1;0;0;0;0;0
8905037499;"ООО ""Ноябрьская ПГЭ""";нпгэ.рф;ite-ng.pw;нпгэ.рф;['НОЯБРЬСКАЯ', 'ПГЭ'];['ПАРОГАЗОВАЯ', 'ЭЛЕКТРИЧЕСКАЯ', 'СТАНЦИЯ'];['ТЮМЕНСКАЯ', 'НОЯБРЬСК', 'ПРОМБАЗА', 'ПАНЕЛЬ'];[11, 11, 7, 0];[2, 0, 2, 0];[11, 11, 7, 0];29;4;29;7;2;7;0;0;0
